"NOMBRE";"SEXO";"AÑO DE NACIMIENTO";"G PARLAMENTARIO";"ECIVIL";"NIVEL ACADEMICO";"ORIGEN";"ESCAÑO";"NAINE";"CARGO";"Campo11";"Campo12";"Campo13";"Campo14";"Campo15";"Campo16";"Campo17";"Campo18";"Campo19"
"Óscar, Clavell López";"Hombre";1978,00;"Grupo Popular";"Soltero";"Licenciado en Historia.";"Castellón";;;"Diputado. Presidente local del Partido Popular de La Vall d'Uxó. Alcalde (2011-2015). Portavoz de la Comisión de Investigación presunta financiación ilegal del P. Popular desde el 10/09/2018 al 05/03/201.";;;;;;;;;
"Diego, Clemente Jiménez";"Hombre";1978,00;"Grupo Ciudadanos";"Casado";"Arquitecto. Perito Judicial inscrito. ";"Almería";;;"Diputado. Coordinador local de Ciudadanos Partido de la Ciudadanía en Roquetas de Mar. Concejal Portavoz en el Ayuntamiento de Roquetas de Mar. Portavoz de la Comisión de Sanidad, Consumo y Bienestar Social desde el 21/06/2018 al 05/03/2019. Secretario Pr";;;;;;;;;
"Pilar, Cortés Bureta";"Mujer";1964,00;"Grupo Popular";"Casada";"Doctora en Derecho. Profesora de Derecho Constitucional en la Universidad de Zaragoza. Diplomada en Turismo - PLGP de IESE. ";"Zaragoza";;;"Diputada. Secretaria Ejecutiva del PP de Aragón. Concejal del Ayuntamiento de Fuente de Jiloca. Miembro de la Comisión de Transparencia y Buen Gobierno (Dic-2014/Oct-2015). Portavoz de la Comisión de Política Territorial y Función Pública desde el 06/07/2";;;;;;;;;
"Mar, Cotelo Balmaseda";"Mujer";1973,00;"Grupo Popular";"Casada";"Licenciada en Derecho. Máster en Asesoría Fiscal y Tributaria. ";"La Rioja";;;"Diputada. Gerente de Centro Municipal de Comercio del Ayuntamiento de Logroño (2003-2007). 
Asesor de Presidencia del Gobierno de La Rioja (2007-2011) 
Jefe de Gabinete de la Consejería de Industria, Innovación y Empleo (2011-2015). Jefe de Gabinete de Al";;;;;;;;;
"Manuel, Cruz Rodríguez";"Hombre";1951,00;"Grupo Socialista";"Casado";"Doctor en Filosofía. Catedrático de Filosofía en la Universidad de Barcelona. ";"Barcelona";;;"Diputado. Ex-Presidente de Federalistes de Esquerres. Portavoz de la Comisión de Ciencia, Innovación y Universidades desde el 09/07/2018 al 05/03/2019.";;;;;;;;;
"Carmen Rocío, Cuello Pérez";"Mujer";1979,00;"Grupo Socialista";"Soltera";"Diplomatura en Ciencias Empresariales. Máster Sociedad, Administración y Política. ";"Sevilla";;;"Diputada. Subdirectora del Instituto Andaluz de la Juventud (agosto 2012 - enero 2015). Directora del Instituto Andaluz de la Mujer (enero 2015 - noviembre 2015).Portavoz adjunta de la Comisión de Igualdad desde el 14/09/2016 al 05/03/2019.";;;;;;;;;
"Bienvenido, De Arriba Sánchez";"Hombre";1973,00;"Grupo Popular";"Casado";"Abogado/Gestor Sanitario. 
Licenciado en Derecho por la Universidad de Salamanca. Diplomado en Gestión y Control Económico Financiero de Servicios Sanitarios en la Escuela Nacional de Sanidad (Instituto de Salud Carlos III). Especialización en Alta Direcc";"Salamanca";;;"Diputado. Vicesecretario de Relaciones con la Sociedad del PP de Salamanca. Afiliado al PP desde 1992. Puestos de responsabilidad en NNGG. Vicesecretaría de Acción Electoral y de Organización del PP Salamanca.";;;;;;;;;
"Avelino, De Barrionuevo Gener";"Hombre";1969,00;"Grupo Popular";"Casado";"Licenciado en Derecho por la Universidad de Málaga, Procurador de los Tribunales, ha ostentado el cargo de Vicedecano del Ilustre Colegio de Procuradores de Málaga, de donde ha sido profesor del Curso de prácticas Jurídicas. Curso el primer Curso de Docto";"Málaga";;;"Diputado. Vicesecretario de Formación, Electoral, y Estudios y Programas. Miembro de los equipos de Campaña de las últimas elecciones. Portavoz adjunto de la Comisión de Justicia desde el 13/09/2016 al 05/03/2019.";;;;;;;;;
"María Asunción Jacoba Pía, De la Concha García-Mauriño";"Mujer";1954,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Divorciada";"No consta";"Islas Baleares";;;"Diputada. Portavoz de la Comisión de Sanidad, Consumo y Bienestar Social desde el 21/06/2018 al 05/03/2019.";;;;;;;;;
"Salvador Antonio, De la Encina Ortega";"Hombre";1958,00;"Grupo Socialista";"Casado";"Licenciado en Derecho por la Universidad de Granada. D.E.A. Doctorado en Derecho por la Universidad Rey Juan Carlos de Madrid. 
Profesor y Abogado. ";"Cádiz";;;"Diputado. Director General de la Agencia de Vivienda y Rehabilitación de la Consejería de Fomento y Vivienda de la Junta de Andalucía. Delegado Provincial en Cádiz de la Consejería de Trabajo, Industria, Comercio y Turismo. Concejal en el Ayuntamiento de ";;;;;;;;;
"María del Rocío, De Frutos Madrazo";"Mujer";1967,00;"Grupo Socialista";"Soltera";"Licenciada en Derecho por la Universidad de Valladolid. Diploma de Estudios Avanzados por la Universidad de Vigo. Diploma de Dirección Pública, INAP. Inspectora de Trabajo y Seguridad Social desde 1993. Árbitro en elecciones sindicales y AGA. Habilitación";"Ourense";;;"Diputada. Vocal Suplente de la Diputación Permanente. Portavoz de la Comisión de Trabajo, Migraciones y Seguridad Social desde el 21/06/2018 al 05/03/2019.";;;;;;;;;
"Francisco, De la Torre Díaz";"Hombre";1972,00;"Grupo Ciudadanos";"Casado";" Licenciado en Derecho y en Ciencias Económicas y Empresariales. Inspector de Hacienda del Estado. Habla inglés, francés y catalán.";"Madrid";;;"Diputado. Vocal Suplente de la Diputación Permanente. Portavoz de la Comisión de Hacienda desde el 21/06/2018 al 05/03/2019. Presidente de la Comisión de Presupuestos desde el 13/09/2016 al 05/03/2019. Portavoz adjunto de la Comisión de Economía y Empresa";;;;;;;;;
"Sergio, del Campo Estaún";"Hombre";1981,00;"Grupo Ciudadanos";"Soltero";"Diplomado en Relaciones Laborales. Licenciado en Ciencias del Trabajo. Subinspector laboral de empleo y seguridad social.";"Tarragona";;;"Diputado. Portavoz de la Comisión de Trabajo, Migraciones y Seguridad Social desde el 21/06/2018 al 05/03/2019.";;;;;;;;;
"Juan Manuel, del Olmo Ibáñez";"Hombre";1982,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Soltero";"Formación Superior en Desarrollo de Aplicaciones Informáticas. Consultor Nuevas Tecnologías de la Información y Comunicación.";"Valladolid";;;"Diputado. Vocal de la Diputación Permanente. Portavoz adjunto de la Comisión Mixta de Seguridad Nacional desde el 16/11/2016 al 05/03/2019. Secretario Segundo de la Comisión Mixta de Seguridad Nacional desde el 16/11/2016 al 05/03/2019.";;;;;;;;;
"Emilio, del Río Sanz";"Hombre";1963,00;"Grupo Popular";"Casado";"Doctor en Filología Clásica por la Universidad Complutense de Madrid. Profesor Titular de Filología Latina de la Universidad de La Rioja. Premio Nacional de la Sociedad Española de Estudios Clásicos, 1994 y 2015. Premio Nacional de la Sociedad Española de";"La Rioja";;;"Diputado. Portavoz de la Comisión de Cultura y Deporte desde el 21/06/2018 al 05/03/2019.";;;;;;;;;
"Celso Luis, Delgado Arce";"Hombre";1958,00;"Grupo Popular";"Viudo";"Licenciado en Derecho por la Universidad de Santiago de Compostela. Abogado. Máster en Dirección de Empresas. Distribución Comercial. ";"Ourense";;;"Diputado. Presidente de la Comisión de Fomento desde el 13/09/2016 al 05/03/2019.";;;;;;;;;
"Juan Antonio, Delgado Ramos";"Hombre";1971,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Divorciado";"Guardia Civil en situación de servicios especiales (1992-2015). Formación Profesional de Primer Grado. ";"Cádiz";;;"Diputado. Exportavoz de la Asociación Unificada de Guardias Civiles desde 1997. Vocal Suplente de la Diputación Permanente. Portavoz de la Comisión de Defensa desde el 13/09/2016 al 05/03/2019. Secretario Primero de la Comisión de Interior desde el 13/09/";;;;;;;;;
"Guillermo, Díaz Gómez";"Hombre";1978,00;"Grupo Ciudadanos";"Casado";"Licenciado en Derecho. Abogado no ejerciente. Gerente de complejos de exhibición cinematográfica. Autor de libros. ";"Málaga";;;"Diputado. Portavoz de la Comisión de Cultura y Deporte desde el 10/07/2018 al 05/03/2019. Portavoz de la Comisión Mixta Control Parlam. de la Corporación RTVE y sus Sociedades desde el 16/11/2016 al 05/03/2019.";;;;;;;;;
"Yolanda, Díaz Pérez";"Mujer";1971,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Casada";"Licenciada en Derecho. Máster en RRHH.  Máster en Relaciones Laborales. Máster en Urbanismo. ";"A Coruña";;;"Diputada. Coordinadora de EU. Vocal Suplente de la Diputación Permanente. Portavoz de la Comisión de Industria, Comercio y Turismo desde el 21/06/2018 al 05/03/2019. Portavoz de la Comisión de Economía y Empresa desde el 21/06/2018 al 05/03/2019.";;;;;;;;;
"Jose Juan, Díaz Trillo";"Hombre";1958,00;"Grupo Socialista";"Casado";"Licenciado en Filología Hispánica. Profesor de Secundaria y Coordinador de publicaciones educativas (Huelva).  Escritor y poeta. Colaborador en medios de comunicación y autor de varios libros. Premios de Poesía ""Resistencia"", ""Odón Betanzos"" y ""Aljábibe"".";"Huelva";;;"Diputado. Vocal Suplente de la Diputación Permanente. Presidente de la Comisión de Transición Ecológica desde el 21/06/2018 al 05/03/2019.";;;;;;;;;
"María del Carmen, Dueñas Martínez";"Mujer";1964,00;"Grupo Popular";"Casada";"Licenciado en Derecho por la Universidad de Granada. Máster en Asesoría Jurídica por el Centro Andaluz de Estudios Empresariales de Sevilla. Experta Universitaria en Igualdad de Oportunidades y Agente de Igualdad (UNED). Experta Universitaria en Violencia";"Melilla";;;"Diputada.  Asesora Jurídica del Centro de Información y Asesoramiento a la Mujer de la Ciudad Autónoma de Melilla. Portavoz de la Comisión de Igualdad.Ponente de la Ponencia Prop. L.O. mod. L.O. 5/1995, del Tribunal del Jurado (124/1).";;;;;;;;;
"Jose Ignacio, Echániz Salgado";"Hombre";1963,00;"Grupo Popular";"Casado";"Licenciado en Medicina y Cirugía. Máster en Business Administración (MBA) (Instituto de Empresa). Especializado en Economía de la Salud. Auditor y consultor. Profesor máster universidad.";"Madrid";;;"Diputado. Concejal en el Ayuntamiento de Guadalajara. Diputado regional en la Asamblea de Madrid. Diputado Regional en las Cortes de Castilla-La Mancha. Consejero de Sanidad en la Comunidad de Madrid. Consejero de Sanidad y Asuntos Sociales en la Junta de";;;;;;;;;
"María Gloria, Elizo Serrano";"Mujer";1966,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Casada";"Licenciada en Derecho. Letrada. ";"Toledo";;;"Diputada. Secretaria de Acción Institucional, miembro del Consejo de Coordinación y responsable del Equipo legal y reglamentación. Secretaria Segunda de la Diputación Permanente. Vicepresidenta Cuarta del Congreso de los Diputados desde el 19/07/2016 al 0";;;;;;;;;
"Odón, Elorza González";"Hombre";1955,00;"Grupo Socialista";"Casado";"Licenciado en Derecho.";"Gipuzkoa";;;"Diputado. Vocal de la Diputación Permanente. Vicepresidente Segundo de la Comisión de Cultura y Deporte desde el 21/06/2018 al 05/03/2019.";;;;;;;;;
"Francesc Xavier, Eritja Ciuró";"Hombre";1970,00;"Grupo Esquerra Republicana";"Divorciado";"Licenciado en Historia por la Universitat de Barcelona. Título de Mâitrise en Historia Medieval por la Université Toulouse - Le Mirail. Posgrado de Gestión Cultural por la Universitat de Lleida. ";"Lleida";;;"Diputado.Dinamizador cultural y activista político encabezando entidades como el Ateneu Popular de Ponent, la Assemblea Nacional Catalana y Omnium Cultural. Vocal Suplente de la Diputación Permanente.Secretario Segundo de la Comisión de Cultura desde el 1";;;;;;;;;
"Beatriz Marta, Escudero Berzal";"Mujer";1964,00;"Grupo Popular";"Casada";"Licenciada en Derecho. Abogada no ejerciente. Magistrada Suplente de la Audiencia Provincial de Segovia (1996-2004).Tutora de Derecho de la UNED hasta febrero de 2016. Francés, Inglés, iniciación de alemán.";"Segovia";;;"Diputada. Vocal Suplente de la Diputación Permanente. Vocal de la Delegación española en la Asamblea Parlamentaria de la Organización para la Seguridad y Cooperación en Europa (OSCE).";;;;;;;;;
"Carolina, España Reina";"Mujer";1969,00;"Grupo Popular";"Divorciada";"Licenciada en Ciencias Económicas y Empresariales. ";"Málaga";;;"Diputada. ortavoz del Pacto de Toledo en la X Legislatura. Primera Teniente de Alcalde. Vocal Suplente de la Diputación Permanente.Portavoz de la Comisión de Trabajo, Migraciones y Seguridad Social desde el 21/06/2018 al 05/03/2019.";;;;;;;;;
"Aitor, Esteban Bravo";"Hombre";1962,00;"Grupo Vasco EAJ-PNV";"Casado";"Doctor en Derecho. Profesor de la Universidad de Deusto.";"Bizkaia";;;"Diputado. Vocal de la Diputación Permanente.Portavoz de la Comisión de Asuntos Exteriores desde el 13/09/2016 al 05/03/2019.";;;;;;;;;
"Marcelo, Éxposito Prieto";"Hombre";1966,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Soltero";"Gestión cultural. Docencia. Creación artística. ";"Barcelona";;;"Diputado. Miembro de la Dirección Ejecutiva de Barcelona En Comú. Activista en movimientos por los derechos sociales.Vocal Suplente de la Diputación Permanente. Miembro Suplente de la Delegación española en la Asamblea de la Unión Interparlamentaria (UIP)";;;;;;;;;
"Elena, Faba de la Encarnación";"Mujer";1963,00;"Grupo Ciudadanos";"Separada";"Licenciada en Psicología y Técnico Superior en Comunicación, Relaciones Públicas y Publicidad por U.B. Empresaria. Consultora en comunicación, marketing, innovación y estrategia digital. ";"Barcelona";;;"Diputada. Presidenta del Círculo de Mujeres de Negocios. Vicepresidenta Segunda de la Comisión de Seguimiento y Evaluación de los Acuerdos Pacto de Toledo desde el 28/09/2016 al 05/03/2019. Portavoz adjunta de la Comisión de Derechos de la Infancia y Adol";;;;;;;;;
"Sonia, Farré Fidalgo";"Mujer";1976,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Soltera";"Profesora de secundaria. Filología catalana con mención en Filología inglesa. ";"Barcelona";;;"Diputada. Ha participado en la Plataforma Auditoría Ciudadana de la Deuda y en el Procés Constituent. ";;;;;;;;;
"Miguel Anxo, Fernández Bello";"Hombre";1958,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Soltero";"Escritor, poeta, dramaturgo y editor, fundador en el año 1991 de Edicións Espiral Maior. Premio Nacional de la Crítica en dos ocasiones (1985 y 2004). Finalista del Premio Nacional de Literatura y del Premio Nacional de Poesía. ";"Lugo";;;"Diputado. Secretario General de la Asociación de Escritores en Lingua Galega y Presidente del Gremio de Editores de Galicia. Secretario Primero de la Comisión de Cultura y Deporte desde el 21/06/2018 al 05/03/2019.";;;;;;;;;
"Sofía, Fernández Castañón";"Mujer";1983,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Soltera";"Escritora y realizadora audiovisual.";"Asturias";;;"Diputada. Miembro del Consejo Ciudadano Estatal y de la Secretaría de Feminismos Interseccional y LGTBI de Podemos. Vocal Suplente de la Diputación Permanente. Portavoz de la Comisión de Igualdad desde el 14/09/2016 al 05/03/2019. Portavoz de la Comisión ";;;;;;;;;
"Jesús María, Fernández Díaz";"Hombre";1957,00;"Grupo Socialista";"Casado";"Licenciado en Medicina. ";"Navarra";;;"Diputado. Exviceconsejero de Sanidad del Gobierno Vasco. Portavoz de la Comisión de Sanidad, Consumo y Bienestar Social desde el 21/06/2018 al 05/03/2019.";;;;;;;;;
"Jorge, Fernández Díaz";"Hombre";1950,00;"Grupo Popular";"Casado";"Ingeniero Industrial. Diplomado Dirección de Empresas GESMA. Inspector de Trabajo y Seguridad Social. Ingeniero del Instituto Nacional de Seguridad e Higiene en el Trabajo. ";"Barcelona";;;"Diputado. Ministro del Interior. Vocal Suplente de la Diputación Permanente.";;;;;;;;;
"Eduardo, Fernández García";"Hombre";1966,00;"Grupo Popular";"Casado";"Licenciado en Derecho. Graduado en Ciencias Políticas y de la Administración. Graduado en Geografía e Historia. Máster en Pensamiento Político. Graduado en Español: Lengua y Literatura.";"León";;;"Diputado. Miembro Suplente de la Delegación española en la Asamblea Parlamentaria de la OTAN.Vocal de la Comisión de Justicia desde el 13/09/2016 al 05/03/2019. Vocal de la Comisión de Defensa desde el 13/09/2016 al 05/03/2019. Vicepresidente Primero de l";;;;;;;;;
"Alexandra, Fernández Gómez";"Muer";1988,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Soltera";"Cursando Arquitectura y Urbanismo";"Pontevedra";;;"Diputada. Portavoz adjunta de la Comisión de Fomento desde el 13/09/2016 al 05/03/2019.";;;;;;;;;
"Sonia, Ferrer Tesoro";"Mujer";1973,00;"Grupo Socialista";"Separada";"Licenciada en Ciencias Biológicas. Máster en Ingeniería y Gestión Medioambiental (EOI). Consultora ambiental. ";"Almería";;;"Diputada. Portavoz de la Comisión de Derechos de la Infancia y Adolescencia desde el 28/09/2016 al 05/03/2019.";;;;;;;;;
"Maria Aurora, Flórez Rodríguez";"Mujer";1974,00;"Grupo Socialista";"Casada";"Funcionaria de carrera. Profesora de Enseñanza Secundaria. Licenciada en Filosofía y Letras, Especialidad Inglés.";"León";;;"Diputada. Portavoz adjunta de la Comisión para las Políticas Integrales de la Discapacidad desde el 01/07/2017 al 05/03/2019.";;;;;;;;;
"Carlos Javier, Floriano Corrales";"Hombre";1967,00;"Grupo Popular";"Casado";"Doctor en Derecho. Profesor Titular de Economía Aplicada. ";"Cáceres";;;"Diputado. Vocal de la Diputación Permanente.Portavoz adjunto de la Comisión de Economía y Empresa desde el 21/06/2018 al 05/03/2019.";;;;;;;;;
"Isabel, Franco Carmona";"Mujer";1985,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Soltera";"Diplomada en relaciones laborales. Licenciada en Ciencias del Trabajo. Máster Estudios Avanzados en Trabajo y Empleo. Curso Expertos en Análisis y Evaluación de Políticas Públicas. Formadora para desempleados en autoempleo e igualdad de género. Asesora la";"Huelva";;;"Diputada. Consejo Ciudadano Estatal (Podemos). Consejo Ciudadano de Sevilla (Podemos). ILP Renta Básica. Sindicato Andaluz de Trabajadores. Portavoz de la Comisión de Trabajo, Migraciones y Seguridad Social desde el 21/06/2018 al 05/03/2019.";;;;;;;;;
"Sebastián, Franquis Vera";"Hombre";1961,00;"Grupo Socialista";"Divorciado";"Diplomado en Relaciones Laborales. ";"Las Palmas";;;"Diputado. Vocal Suplente de la Diputación Permanente. Portavoz de la Comisión de Industria, Comercio y Turismo desde el 21/06/2018 al 05/03/2019.";;;;;;;;;
"Óscar, Galeano García";"Hombre";1976,00;"Grupo Socialista";"Casado";"Licenciado en Derecho. Máster en Gestión y Administración de Empresas por CCZ. Posgrado en Asesoría Financiera por la Universidad de Zaragoza.";"Zaragoza";;;"Diputado. Agrupación Socialista Centro 1 Zaragoza. Miembro Comité Local.Secretario Primero de la Comisión de Hacienda desde el 21/06/2018 al 05/03/2019.";;;;;;;;;
"Maria Dolores, Galovart Carrera";"Mujer";1955,00;"Grupo Socialista";"Casada";"Licenciada en Derecho. Magistrada. ";"Pontevedra";;;"Diputada. Portavoz del GPS en la Comisión Mixta de Relaciones con el Defensor del Pueblo.";;;;;;;;;
"Óscar, Gamazo Micó";"Hombre";1976,00;"Grupo Popular";"Soltero";"Licenciado en Derecho por la Universitat de València. Diploma Postgrado de Protocolo Institucional y Empresarial por la Universitat de Valencia.Abogado, colegiado en el ICA Valencia, sin ejercicio. ";"Valencia";;;"Diputado. Portavoz de la Comisión sobre Seguridad Vial y Movilidad Sostenible desde el 01/12/2016 al 05/03/2019.";;;;;;;;;
"Miguel Ángel, Garaulet Rodríguez";"Hombre";1968,00;"Grupo Ciudadanos";"Casado";"Licenciado en Ciencias Económicas y Empresariales. Empresario. ";"Murcia";;;"Diputado. Portavoz de la Comisión de Fomento desde el 07/10/2016 al 05/03/2019. Portavoz de la Comisión de Agricultura, Pesca y Alimentación desde el 21/06/2018 al 05/03/2019.";;;;;;;;;
"José Ramón, García Cañal";"Hombre ";1957,00;"Grupo Popular";"Casado";"Licenciado en Ciencias Químicas. Delegado de Tragsa en Asturias.";"Asturias";;;"Diputado. Vicepresidente Primero de la Comisión de Transición Ecológica desde el 21/06/2018 al 05/03/2019.";;;;;;;;;
"Joaquín María, García Díez";"Hombre";1954,00;"Grupo Popular";"Casado";"Licenciado en Ciencias Biológicas. ";"Lugo";;;"Diputado. Miembro Suplente de la Delegación española en la Asamblea de la Unión Interparlamentaria (UIP). Portavoz de la Comisión de Agricultura, Pesca y Alimentación desde el 21/06/2018 al 05/03/2019.";;;;;;;;;
"Teodoro, García Egea";"Hombre";1985,00;"Grupo Popular";"Casado";"Doctor Ingeniero por la Escuela Técnica Superior de Ingeniería Industrial de la UPCT. Ingeniero de Telecomunicaciones. PLGP del IESE. ";"Murcia";;;"Diputado. Vocal de la Diputación Permanente. ";;;;;;;;;
"Jose Ramón, García Hernández";"Hombre";1971,00;"Grupo Popular";"Casado";"Diplomático de carrera. Doctor en Ciencia Política (UCM). Licenciado en Ciencias Económicas y Empresariales (ICADE). Licenciado Ciencias Políticas y Sociología (UNED). Diplomado en Altos Estudios de la Defensa (CESEDEN). ";"Ávila";;;"Diputado. Secretario Ejecutivo de Relaciones Internacionales y Miembro del Comité Ejecutivo Nacional del Partido Popular. Vocal Suplente de la Diputación Permanente. Vicepresidente Segundo de la Delegación española en la Asamblea Parlamentaria del Consejo";;;;;;;;;
